interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-clean-INT-0026419,review-clean4-clean-APP-015534,review-clean4-clean-CAND-00623,Phone Screen,2026-06-12T11:00:00,2026-06-12T13:00:00,Cancelled,1.6,2.3,2.5,No Hire,Concern Congress big.
review-clean4-clean-INT-0026420,review-clean4-clean-APP-015534,review-clean4-clean-CAND-00623,Technical,2026-06-13T11:00:00,2026-06-13T14:00:00,Completed,4.5,2.4,4.2,Leaning No,Myself interview southern difference hotel future.
review-clean4-clean-INT-0026421,review-clean4-clean-APP-015535,review-clean4-clean-CAND-01457,Phone Screen,2026-07-28T15:00:00,2026-07-28T23:00:00,Completed,,1.9,2.8,Leaning No,Next heart development paper from.
review-clean4-clean-INT-0026422,review-clean4-clean-APP-015535,review-clean4-clean-CAND-01457,Cultural Fit,2026-07-30T13:00:00,2026-07-30T19:00:00,Completed,1.7,2.8,1.8,Hire,Memory development most work easy last wide.
review-clean4-clean-INT-0026423,review-clean4-clean-APP-015536,review-clean4-clean-CAND-04281,Phone Screen,2026-07-21T12:00:00,2026-07-21T18:00:00,Cancelled,3.7,1.1,,Hire,Treat knowledge professional rather popular part leg.
review-clean4-clean-INT-0026424,review-clean4-clean-APP-015536,review-clean4-clean-CAND-04281,Coding Challenge,2026-07-22T11:00:00,2026-07-22T13:00:00,Completed,3.5,1.2,2.2,Hire,Child man create project about.
review-clean4-clean-INT-0026425,review-clean4-clean-APP-015537,review-clean4-clean-CAND-03717,Phone Screen,2026-07-25T09:00:00,2026-07-25T10:00:00,Completed,1.8,4.6,1.9,Leaning No,Specific final which star analysis.
review-clean4-clean-INT-0026426,review-clean4-clean-APP-015538,review-clean4-clean-CAND-04906,Phone Screen,2026-07-25T11:00:00,2026-07-25T18:00:00,Completed,,,2.9,Hire,Behind let leg at certain special we.
review-clean4-clean-INT-0026427,review-clean4-clean-APP-015538,review-clean4-clean-CAND-04906,Technical,2026-07-26T13:00:00,2026-07-26T18:00:00,Completed,4.8,4.1,3.4,Leaning No,Discover culture own.
review-clean4-clean-INT-0026428,review-clean4-clean-APP-015539,review-clean4-clean-CAND-01974,Phone Screen,2026-07-07T12:00:00,,Scheduled,4.1,3.5,3.6,Hire,Ahead son talk example growth.
review-clean4-clean-INT-0026429,review-clean4-clean-APP-015539,review-clean4-clean-CAND-01974,Cultural Fit,2026-07-08T08:00:00,2026-07-08T13:00:00,Completed,,1.4,3.7,Hire,Glass forward officer study religious human character.
review-clean4-clean-INT-0026430,review-clean4-clean-APP-015540,review-clean4-clean-CAND-04706,Phone Screen,2026-08-08T14:00:00,2026-08-08T18:00:00,Completed,2.1,4.9,2.9,Hire,
review-clean4-clean-INT-0026431,review-clean4-clean-APP-015541,review-clean4-clean-CAND-01896,Phone Screen,2026-06-20T17:00:00,,Scheduled,,1.9,1.9,Hire,
review-clean4-clean-INT-0026432,review-clean4-clean-APP-015541,review-clean4-clean-CAND-01896,Coding Challenge,2026-06-21T14:00:00,,Scheduled,4.0,4.1,4.4,Strong Hire,Room former six about if guess where.
review-clean4-clean-INT-0026433,review-clean4-clean-APP-015541,review-clean4-clean-CAND-01896,Technical,2026-06-22T15:00:00,2026-06-22T19:00:00,Completed,3.9,,2.6,Leaning No,Change population along wind.
review-clean4-clean-INT-0026434,review-clean4-clean-APP-015542,review-clean4-clean-CAND-03036,Phone Screen,2026-06-29T11:00:00,2026-06-29T18:00:00,Cancelled,1.7,4.8,,Strong Hire,Score student list current about government site pretty.
review-clean4-clean-INT-0026435,review-clean4-clean-APP-015542,review-clean4-clean-CAND-03036,Phone Screen,2026-07-02T11:00:00,2026-07-02T13:00:00,Completed,1.9,,2.3,No Hire,Sound discussion many.
review-clean4-clean-INT-0026436,review-clean4-clean-APP-015543,review-clean4-clean-CAND-02310,Phone Screen,2026-07-17T14:00:00,,Scheduled,3.6,3.7,1.4,Strong Hire,Want according nation toward.
review-clean4-clean-INT-0026437,review-clean4-clean-APP-015544,review-clean4-clean-CAND-02619,Phone Screen,2026-06-13T08:00:00,2026-06-13T13:00:00,Cancelled,3.8,2.8,4.5,Hire,Late method newspaper issue cultural decide word.
review-clean4-clean-INT-0026438,review-clean4-clean-APP-015545,review-clean4-clean-CAND-03430,Phone Screen,2026-08-10T14:00:00,2026-08-10T21:00:00,Cancelled,,1.5,3.6,Hire,Call budget book media.
review-clean4-clean-INT-0026439,review-clean4-clean-APP-015545,review-clean4-clean-CAND-03430,Cultural Fit,2026-08-13T10:00:00,2026-08-13T15:00:00,Completed,4.2,1.1,2.6,No Hire,Central letter page sometimes show.
review-clean4-clean-INT-0026440,review-clean4-clean-APP-015546,review-clean4-clean-CAND-00460,Phone Screen,2026-07-27T17:00:00,2026-07-28T01:00:00,Completed,1.7,4.1,3.7,Leaning No,Study treatment relationship church religious baby himself.
review-clean4-clean-INT-0026441,review-clean4-clean-APP-015546,review-clean4-clean-CAND-00460,Final Panel,2026-07-28T12:00:00,,Scheduled,5.0,4.2,2.8,Leaning No,Structure suddenly day education already however ten agreement.
review-clean4-clean-INT-0026442,review-clean4-clean-APP-015547,review-clean4-clean-CAND-04766,Phone Screen,2026-08-09T15:00:00,2026-08-09T23:00:00,Completed,2.8,2.4,2.6,Leaning No,Race executive position anyone career.
review-clean4-clean-INT-0026443,review-clean4-clean-APP-015547,review-clean4-clean-CAND-04766,Phone Screen,2026-08-10T15:00:00,2026-08-10T18:00:00,Completed,3.2,3.0,3.6,Strong Hire,
review-clean4-clean-INT-0026444,review-clean4-clean-APP-015548,review-clean4-clean-CAND-01191,Phone Screen,2026-07-03T11:00:00,2026-07-03T15:00:00,Completed,3.6,,3.2,Hire,Business garden national which.
review-clean4-clean-INT-0026445,review-clean4-clean-APP-015548,review-clean4-clean-CAND-01191,Coding Challenge,2026-07-04T14:00:00,2026-07-04T21:00:00,Completed,3.1,4.9,2.4,Hire,Century ground control item compare mention often.
review-clean4-clean-INT-0026446,review-clean4-clean-APP-015549,review-clean4-clean-CAND-04326,Phone Screen,2026-06-07T13:00:00,2026-06-07T20:00:00,Cancelled,2.7,1.5,3.6,Leaning No,Real out his bank big.
review-clean4-clean-INT-0026447,review-clean4-clean-APP-015549,review-clean4-clean-CAND-04326,Coding Challenge,2026-06-10T15:00:00,2026-06-10T23:00:00,Completed,1.2,4.2,2.3,Strong Hire,Boy exist back remain able laugh technology.
review-clean4-clean-INT-0026448,review-clean4-clean-APP-015549,review-clean4-clean-CAND-04326,Technical,2026-06-13T17:00:00,2026-06-14T01:00:00,Completed,4.2,,1.4,No Hire,Budget miss environmental argue Mrs trial.
review-clean4-clean-INT-0026449,review-clean4-clean-APP-015549,review-clean4-clean-CAND-04326,Final Panel,2026-06-16T09:00:00,2026-06-16T10:00:00,Cancelled,,3.4,1.6,Hire,
review-clean4-clean-INT-0026450,review-clean4-clean-APP-015550,review-clean4-clean-CAND-01212,Phone Screen,2026-06-01T08:00:00,2026-06-01T16:00:00,Completed,1.4,,,No Hire,Mission admit turn response best challenge.
review-clean4-clean-INT-0026451,review-clean4-clean-APP-015551,review-clean4-clean-CAND-03244,Phone Screen,2026-06-13T08:00:00,,Scheduled,1.8,3.5,,Hire,Compare late history.
review-clean4-clean-INT-0026452,review-clean4-clean-APP-015552,review-clean4-clean-CAND-03378,Phone Screen,2026-07-26T14:00:00,2026-07-26T15:00:00,Completed,3.8,4.3,2.3,Leaning No,Skill most teach.
review-clean4-clean-INT-0026453,review-clean4-clean-APP-015552,review-clean4-clean-CAND-03378,Technical,2026-07-29T08:00:00,2026-07-29T11:00:00,Completed,,1.1,2.2,Hire,International who hundred every.
review-clean4-clean-INT-0026454,review-clean4-clean-APP-015553,review-clean4-clean-CAND-02739,Phone Screen,2026-06-24T13:00:00,2026-06-24T14:00:00,Completed,4.2,4.2,2.3,Leaning No,Direction finish cell health fish.
review-clean4-clean-INT-0026455,review-clean4-clean-APP-015555,review-clean4-clean-CAND-04699,Phone Screen,2026-08-17T14:00:00,2026-08-17T16:00:00,Completed,,2.7,,Leaning No,Off nice after address attention term seat.
review-clean4-clean-INT-0026456,review-clean4-clean-APP-015556,review-clean4-clean-CAND-00283,Phone Screen,2026-07-26T16:00:00,2026-07-26T20:00:00,Completed,4.6,4.3,2.1,Leaning No,Laugh successful draw allow long.
review-clean4-clean-INT-0026457,review-clean4-clean-APP-015556,review-clean4-clean-CAND-00283,Final Panel,2026-07-28T15:00:00,2026-07-28T17:00:00,Completed,3.2,2.3,4.7,Strong Hire,
review-clean4-clean-INT-0026458,review-clean4-clean-APP-015557,review-clean4-clean-CAND-00531,Phone Screen,2026-06-01T10:00:00,2026-06-01T15:00:00,Completed,,3.2,1.0,Strong Hire,Issue rise ago line go break.
review-clean4-clean-INT-0026459,review-clean4-clean-APP-015557,review-clean4-clean-CAND-00531,Technical,2026-06-04T16:00:00,,Scheduled,3.1,3.0,3.8,No Hire,Line his control drop every project.
review-clean4-clean-INT-0026460,review-clean4-clean-APP-015558,review-clean4-clean-CAND-02497,Phone Screen,2026-05-31T12:00:00,,Scheduled,3.7,,4.7,No Hire,Near probably head company note.
review-clean4-clean-INT-0026461,review-clean4-clean-APP-015559,review-clean4-clean-CAND-00269,Phone Screen,2026-07-01T16:00:00,2026-07-01T23:00:00,Cancelled,1.2,1.8,1.5,Leaning No,
review-clean4-clean-INT-0026462,review-clean4-clean-APP-015559,review-clean4-clean-CAND-00269,Phone Screen,2026-07-02T10:00:00,2026-07-02T16:00:00,Cancelled,4.4,,1.6,Strong Hire,Inside visit main become first effort man.
review-clean4-clean-INT-0026463,review-clean4-clean-APP-015560,review-clean4-clean-CAND-00808,Phone Screen,2026-06-17T11:00:00,2026-06-17T13:00:00,Completed,4.1,3.7,4.1,Strong Hire,Its get traditional financial like.
review-clean4-clean-INT-0026464,review-clean4-clean-APP-015561,review-clean4-clean-CAND-01814,Phone Screen,2026-06-28T14:00:00,,Scheduled,2.1,1.0,3.3,Hire,
review-clean4-clean-INT-0026465,review-clean4-clean-APP-015562,review-clean4-clean-CAND-03206,Phone Screen,2026-08-11T12:00:00,2026-08-11T13:00:00,Completed,4.3,4.3,3.4,Strong Hire,
review-clean4-clean-INT-0026466,review-clean4-clean-APP-015562,review-clean4-clean-CAND-03206,Final Panel,2026-08-12T14:00:00,2026-08-12T22:00:00,Cancelled,1.2,2.2,3.4,No Hire,War in PM wrong.
review-clean4-clean-INT-0026467,review-clean4-clean-APP-015564,review-clean4-clean-CAND-01664,Phone Screen,2026-06-21T11:00:00,2026-06-21T12:00:00,Cancelled,2.0,4.2,4.0,Hire,Approach no accept.
review-clean4-clean-INT-0026468,review-clean4-clean-APP-015564,review-clean4-clean-CAND-01664,Cultural Fit,2026-06-24T16:00:00,,Scheduled,4.9,,4.6,No Hire,Including garden building site lot hair.
review-clean4-clean-INT-0026469,review-clean4-clean-APP-015564,review-clean4-clean-CAND-01664,Coding Challenge,2026-06-25T14:00:00,2026-06-25T21:00:00,Completed,4.2,1.7,3.9,Hire,Tough develop week many push their.
review-clean4-clean-INT-0026470,review-clean4-clean-APP-015565,review-clean4-clean-CAND-00054,Phone Screen,2026-07-08T17:00:00,2026-07-08T19:00:00,Completed,4.3,1.6,,Hire,Day yes doctor.
review-clean4-clean-INT-0026471,review-clean4-clean-APP-015566,review-clean4-clean-CAND-03018,Phone Screen,2026-07-09T11:00:00,2026-07-09T13:00:00,Completed,1.2,1.7,4.2,Leaning No,
review-clean4-clean-INT-0026472,review-clean4-clean-APP-015566,review-clean4-clean-CAND-03018,Technical,2026-07-12T16:00:00,2026-07-12T23:00:00,Completed,4.5,4.2,3.6,Hire,Night probably per cause son.
review-clean4-clean-INT-0026473,review-clean4-clean-APP-015566,review-clean4-clean-CAND-03018,Technical,2026-07-15T16:00:00,,Scheduled,4.9,1.5,,Strong Hire,Traditional until read drive some green you fill.
review-clean4-clean-INT-0026474,review-clean4-clean-APP-015568,review-clean4-clean-CAND-00434,Phone Screen,2026-07-10T09:00:00,2026-07-10T12:00:00,Completed,3.5,1.3,2.8,Hire,Light near see.
review-clean4-clean-INT-0026475,review-clean4-clean-APP-015569,review-clean4-clean-CAND-04426,Phone Screen,2026-06-30T15:00:00,2026-06-30T23:00:00,Completed,3.1,1.0,3.0,No Hire,Page happen expect view.
review-clean4-clean-INT-0026476,review-clean4-clean-APP-015569,review-clean4-clean-CAND-04426,Coding Challenge,2026-07-03T09:00:00,2026-07-03T11:00:00,Completed,4.0,4.2,3.8,Hire,Entire wall model list.
review-clean4-clean-INT-0026477,review-clean4-clean-APP-015570,review-clean4-clean-CAND-00980,Phone Screen,2026-07-08T17:00:00,2026-07-08T22:00:00,Cancelled,2.1,,3.7,Leaning No,
review-clean4-clean-INT-0026478,review-clean4-clean-APP-015570,review-clean4-clean-CAND-00980,Phone Screen,2026-07-10T12:00:00,2026-07-10T18:00:00,Completed,1.3,1.5,4.3,Leaning No,Statement or parent different white hot concern.
review-clean4-clean-INT-0026479,review-clean4-clean-APP-015570,review-clean4-clean-CAND-00980,Technical,2026-07-14T08:00:00,2026-07-14T16:00:00,Completed,1.3,4.9,2.3,Hire,Again surface phone.
review-clean4-clean-INT-0026480,review-clean4-clean-APP-015572,review-clean4-clean-CAND-00271,Phone Screen,2026-07-23T13:00:00,,Scheduled,1.2,2.6,3.5,Leaning No,Travel no couple modern machine woman hard.
review-clean4-clean-INT-0026481,review-clean4-clean-APP-015573,review-clean4-clean-CAND-01202,Phone Screen,2026-07-19T16:00:00,2026-07-19T20:00:00,Completed,,4.6,3.3,Hire,Good large activity month institution animal anyone value.
review-clean4-clean-INT-0026482,review-clean4-clean-APP-015574,review-clean4-clean-CAND-00088,Phone Screen,2026-06-28T11:00:00,,Scheduled,,,3.4,Hire,Visit tend similar card send.
review-clean4-clean-INT-0026483,review-clean4-clean-APP-015574,review-clean4-clean-CAND-00088,Cultural Fit,2026-06-30T14:00:00,2026-06-30T19:00:00,Cancelled,2.9,2.4,,Leaning No,Successful serve in sort.
review-clean4-clean-INT-0026484,review-clean4-clean-APP-015574,review-clean4-clean-CAND-00088,Phone Screen,2026-07-04T14:00:00,2026-07-04T20:00:00,Completed,2.7,4.3,,No Hire,The say approach why.
review-clean4-clean-INT-0026485,review-clean4-clean-APP-015575,review-clean4-clean-CAND-02209,Phone Screen,2026-06-26T15:00:00,,Scheduled,1.8,,3.5,Hire,Past successful tend add understand.
review-clean4-clean-INT-0026486,review-clean4-clean-APP-015575,review-clean4-clean-CAND-02209,Cultural Fit,2026-06-28T11:00:00,2026-06-28T15:00:00,Completed,2.7,2.8,3.0,Strong Hire,
review-clean4-clean-INT-0026487,review-clean4-clean-APP-015576,review-clean4-clean-CAND-00912,Phone Screen,2026-07-20T13:00:00,2026-07-20T19:00:00,Completed,4.8,,4.2,Leaning No,
review-clean4-clean-INT-0026488,review-clean4-clean-APP-015577,review-clean4-clean-CAND-02794,Phone Screen,2026-08-18T12:00:00,2026-08-18T19:00:00,Cancelled,1.1,,4.4,Leaning No,Campaign use thank nation.
review-clean4-clean-INT-0026489,review-clean4-clean-APP-015578,review-clean4-clean-CAND-01390,Phone Screen,2026-07-30T13:00:00,2026-07-30T19:00:00,Completed,,2.1,1.7,Hire,Along action material ball guy material dinner.
review-clean4-clean-INT-0026490,review-clean4-clean-APP-015579,review-clean4-clean-CAND-01835,Phone Screen,2026-06-30T10:00:00,,Scheduled,3.2,,2.9,No Hire,Set many during single play hit she security.
review-clean4-clean-INT-0026491,review-clean4-clean-APP-015579,review-clean4-clean-CAND-01835,Phone Screen,2026-07-01T15:00:00,2026-07-01T20:00:00,Cancelled,,4.5,2.4,Leaning No,Ground use under.
review-clean4-clean-INT-0026492,review-clean4-clean-APP-015579,review-clean4-clean-CAND-01835,Cultural Fit,2026-07-02T10:00:00,2026-07-02T15:00:00,Completed,3.0,4.1,3.1,Hire,
review-clean4-clean-INT-0026493,review-clean4-clean-APP-015580,review-clean4-clean-CAND-04632,Phone Screen,2026-08-17T17:00:00,2026-08-17T20:00:00,Completed,1.6,3.0,4.8,Leaning No,Each white time third dinner tree.
review-clean4-clean-INT-0026494,review-clean4-clean-APP-015580,review-clean4-clean-CAND-04632,Coding Challenge,2026-08-20T08:00:00,2026-08-20T14:00:00,Completed,,2.8,1.7,Strong Hire,Tree case dog apply weight.
review-clean4-clean-INT-0026495,review-clean4-clean-APP-015581,review-clean4-clean-CAND-00759,Phone Screen,2026-07-06T12:00:00,2026-07-06T13:00:00,Cancelled,2.4,1.9,3.6,Hire,Heart whether her school cold possible friend enjoy.
review-clean4-clean-INT-0026496,review-clean4-clean-APP-015581,review-clean4-clean-CAND-00759,Technical,2026-07-08T16:00:00,2026-07-09T00:00:00,Completed,2.0,,3.2,Hire,Food power person beyond accept.
review-clean4-clean-INT-0026497,review-clean4-clean-APP-015582,review-clean4-clean-CAND-04417,Phone Screen,2026-07-03T10:00:00,2026-07-03T15:00:00,Cancelled,,1.6,2.4,Hire,
review-clean4-clean-INT-0026498,review-clean4-clean-APP-015583,review-clean4-clean-CAND-04336,Phone Screen,2026-07-07T12:00:00,2026-07-07T16:00:00,Completed,3.4,3.6,4.4,Leaning No,Culture trade respond still realize build.
review-clean4-clean-INT-0026499,review-clean4-clean-APP-015583,review-clean4-clean-CAND-04336,Coding Challenge,2026-07-08T14:00:00,2026-07-08T17:00:00,Cancelled,4.4,4.5,2.3,Strong Hire,
review-clean4-clean-INT-0026500,review-clean4-clean-APP-015584,review-clean4-clean-CAND-03102,Phone Screen,2026-06-15T15:00:00,2026-06-15T16:00:00,Completed,2.0,2.0,3.0,No Hire,Nearly pass interest heavy relate step.
review-clean4-clean-INT-0026501,review-clean4-clean-APP-015584,review-clean4-clean-CAND-03102,Cultural Fit,2026-06-17T08:00:00,2026-06-17T09:00:00,Cancelled,2.9,,4.3,Strong Hire,Huge short us piece which writer.
review-clean4-clean-INT-0026502,review-clean4-clean-APP-015584,review-clean4-clean-CAND-03102,Final Panel,2026-06-21T11:00:00,2026-06-21T17:00:00,Completed,4.4,2.3,,No Hire,Tend should scene by wait we low student.
review-clean4-clean-INT-0026503,review-clean4-clean-APP-015585,review-clean4-clean-CAND-03072,Phone Screen,2026-08-10T08:00:00,,Scheduled,4.1,3.7,,Leaning No,
review-clean4-clean-INT-0026504,review-clean4-clean-APP-015585,review-clean4-clean-CAND-03072,Cultural Fit,2026-08-11T09:00:00,2026-08-11T12:00:00,Completed,1.0,,2.1,Leaning No,
review-clean4-clean-INT-0026505,review-clean4-clean-APP-015586,review-clean4-clean-CAND-04951,Phone Screen,2026-05-29T08:00:00,,Scheduled,4.3,2.5,,No Hire,
review-clean4-clean-INT-0026506,review-clean4-clean-APP-015586,review-clean4-clean-CAND-04951,Cultural Fit,2026-06-01T14:00:00,2026-06-01T21:00:00,Completed,1.7,4.4,1.9,No Hire,
review-clean4-clean-INT-0026507,review-clean4-clean-APP-015587,review-clean4-clean-CAND-01940,Phone Screen,2026-06-11T13:00:00,2026-06-11T21:00:00,Completed,2.7,3.9,,Hire,Ok manage ability career across heavy.
review-clean4-clean-INT-0026508,review-clean4-clean-APP-015587,review-clean4-clean-CAND-01940,Coding Challenge,2026-06-12T14:00:00,2026-06-12T20:00:00,Completed,4.1,,,Hire,Theory international issue morning speech point include.
review-clean4-clean-INT-0026509,review-clean4-clean-APP-015588,review-clean4-clean-CAND-04611,Phone Screen,2026-06-02T13:00:00,,Scheduled,2.6,1.9,,Leaning No,Ten difficult direction spring hit.
review-clean4-clean-INT-0026510,review-clean4-clean-APP-015588,review-clean4-clean-CAND-04611,Cultural Fit,2026-06-05T08:00:00,2026-06-05T12:00:00,Completed,4.9,,,Leaning No,Oil any threat behavior statement.
review-clean4-clean-INT-0026511,review-clean4-clean-APP-015588,review-clean4-clean-CAND-04611,Phone Screen,2026-06-08T09:00:00,2026-06-08T12:00:00,Completed,1.7,,4.6,No Hire,Pressure campaign stage with writer.
review-clean4-clean-INT-0026512,review-clean4-clean-APP-015588,review-clean4-clean-CAND-04611,Technical,2026-06-05T08:00:00,2026-06-05T15:00:00,Completed,3.7,2.0,3.6,Strong Hire,Something church offer actually believe.
review-clean4-clean-INT-0026513,review-clean4-clean-APP-015589,review-clean4-clean-CAND-00567,Phone Screen,2026-07-15T10:00:00,2026-07-15T16:00:00,Completed,,,5.0,Hire,
review-clean4-clean-INT-0026514,review-clean4-clean-APP-015589,review-clean4-clean-CAND-00567,Phone Screen,2026-07-17T09:00:00,,Scheduled,1.0,1.9,4.1,Hire,Big history would best.
review-clean4-clean-INT-0026515,review-clean4-clean-APP-015589,review-clean4-clean-CAND-00567,Coding Challenge,2026-07-17T12:00:00,2026-07-17T20:00:00,Completed,1.3,2.1,4.8,Hire,Recently sound yes production month.
review-clean4-clean-INT-0026516,review-clean4-clean-APP-015590,review-clean4-clean-CAND-02844,Phone Screen,2026-06-15T13:00:00,,Scheduled,4.0,,3.5,Leaning No,Day agency model news adult.
review-clean4-clean-INT-0026517,review-clean4-clean-APP-015592,review-clean4-clean-CAND-04970,Phone Screen,2026-08-19T13:00:00,,Scheduled,1.4,1.9,1.0,Leaning No,
review-clean4-clean-INT-0026518,review-clean4-clean-APP-015593,review-clean4-clean-CAND-01550,Phone Screen,2026-07-24T16:00:00,2026-07-24T18:00:00,Completed,3.5,1.4,4.4,Leaning No,Head kid receive car traditional politics hard.
review-clean4-clean-INT-0026519,review-clean4-clean-APP-015593,review-clean4-clean-CAND-01550,Cultural Fit,2026-07-27T11:00:00,2026-07-27T12:00:00,Cancelled,4.1,3.3,4.8,No Hire,Item race three voice provide.
review-clean4-clean-INT-0026520,review-clean4-clean-APP-015594,review-clean4-clean-CAND-00604,Phone Screen,2026-08-05T15:00:00,,Scheduled,2.5,2.3,4.5,Hire,Everybody public enough and main.
review-clean4-clean-INT-0026521,review-clean4-clean-APP-015596,review-clean4-clean-CAND-02356,Phone Screen,2026-08-17T15:00:00,2026-08-17T21:00:00,Completed,1.8,4.9,4.7,No Hire,Pressure usually program usually.
review-clean4-clean-INT-0026522,review-clean4-clean-APP-015596,review-clean4-clean-CAND-02356,Coding Challenge,2026-08-20T09:00:00,2026-08-20T11:00:00,Completed,1.4,4.4,4.5,Hire,Certainly the hand better pattern.
review-clean4-clean-INT-0026523,review-clean4-clean-APP-015597,review-clean4-clean-CAND-00229,Phone Screen,2026-06-12T12:00:00,2026-06-12T16:00:00,Completed,4.7,,3.5,Hire,
review-clean4-clean-INT-0026524,review-clean4-clean-APP-015598,review-clean4-clean-CAND-02112,Phone Screen,2026-08-10T16:00:00,,Scheduled,4.5,,1.5,Leaning No,Mind never today child.
review-clean4-clean-INT-0026525,review-clean4-clean-APP-015599,review-clean4-clean-CAND-00354,Phone Screen,2026-08-05T15:00:00,2026-08-05T17:00:00,Cancelled,,2.0,1.0,Strong Hire,Try the girl easy church drop.
review-clean4-clean-INT-0026526,review-clean4-clean-APP-015599,review-clean4-clean-CAND-00354,Technical,2026-08-08T09:00:00,,Scheduled,1.4,4.2,,Strong Hire,Who meet mean article husband least.
review-clean4-clean-INT-0026527,review-clean4-clean-APP-015600,review-clean4-clean-CAND-02425,Phone Screen,2026-07-20T16:00:00,2026-07-20T20:00:00,Cancelled,,3.8,4.7,Hire,Chance certain theory also operation someone young.
review-clean4-clean-INT-0026528,review-clean4-clean-APP-015600,review-clean4-clean-CAND-02425,Coding Challenge,2026-07-23T11:00:00,2026-07-23T16:00:00,Cancelled,4.7,,1.7,Strong Hire,Sell increase keep you author effort discussion.
review-clean4-clean-INT-0026529,review-clean4-clean-APP-015601,review-clean4-clean-CAND-01223,Phone Screen,2026-08-21T08:00:00,2026-08-21T09:00:00,Completed,3.1,3.1,1.3,Leaning No,Hospital author bill risk.
review-clean4-clean-INT-0026530,review-clean4-clean-APP-015601,review-clean4-clean-CAND-01223,Technical,2026-08-24T16:00:00,,Scheduled,,1.6,2.0,Strong Hire,Turn size southern anyone reflect.
review-clean4-clean-INT-0026531,review-clean4-clean-APP-015602,review-clean4-clean-CAND-04678,Phone Screen,2026-06-10T11:00:00,2026-06-10T18:00:00,Completed,3.5,,1.3,Leaning No,Field note finish he phone prove.
review-clean4-clean-INT-0026532,review-clean4-clean-APP-015602,review-clean4-clean-CAND-04678,Phone Screen,2026-06-12T10:00:00,,Scheduled,,4.2,3.6,Hire,Woman paper change eight agent by activity standard.
review-clean4-clean-INT-0026533,review-clean4-clean-APP-015604,review-clean4-clean-CAND-04076,Phone Screen,2026-07-14T15:00:00,2026-07-14T17:00:00,Completed,3.2,1.1,,No Hire,
review-clean4-clean-INT-0026534,review-clean4-clean-APP-015604,review-clean4-clean-CAND-04076,Cultural Fit,2026-07-17T15:00:00,2026-07-17T21:00:00,Completed,4.1,,1.7,Hire,Simply church media serve explain first.
review-clean4-clean-INT-0026535,review-clean4-clean-APP-015604,review-clean4-clean-CAND-04076,Technical,2026-07-16T11:00:00,,Scheduled,1.4,3.9,1.2,Hire,Industry product we protect.
review-clean4-clean-INT-0026536,review-clean4-clean-APP-015605,review-clean4-clean-CAND-03021,Phone Screen,2026-06-13T08:00:00,2026-06-13T11:00:00,Cancelled,4.0,1.4,2.4,No Hire,Reflect finally difference amount ask.
review-clean4-clean-INT-0026537,review-clean4-clean-APP-015605,review-clean4-clean-CAND-03021,Technical,2026-06-16T10:00:00,2026-06-16T14:00:00,Completed,5.0,2.0,2.2,Hire,Field whole stage subject set.
review-clean4-clean-INT-0026538,review-clean4-clean-APP-015606,review-clean4-clean-CAND-02138,Phone Screen,2026-06-14T12:00:00,2026-06-14T16:00:00,Completed,4.0,1.0,4.6,No Hire,Exactly show magazine family arm film fight run.
review-clean4-clean-INT-0026539,review-clean4-clean-APP-015606,review-clean4-clean-CAND-02138,Technical,2026-06-16T15:00:00,,Scheduled,2.3,,4.8,Leaning No,Partner daughter film article strategy establish.
review-clean4-clean-INT-0026540,review-clean4-clean-APP-015607,review-clean4-clean-CAND-00102,Phone Screen,2026-07-26T14:00:00,2026-07-26T17:00:00,Completed,3.3,,,No Hire,Hundred speech technology bring which want.
review-clean4-clean-INT-0026541,review-clean4-clean-APP-015607,review-clean4-clean-CAND-00102,Final Panel,2026-07-28T13:00:00,2026-07-28T20:00:00,Cancelled,,,2.6,Hire,Second agreement name side court part.
review-clean4-clean-INT-0026542,review-clean4-clean-APP-015608,review-clean4-clean-CAND-02625,Phone Screen,2026-06-20T10:00:00,,Scheduled,2.0,3.6,,Strong Hire,Word growth pick word able allow.
review-clean4-clean-INT-0026543,review-clean4-clean-APP-015609,review-clean4-clean-CAND-01494,Phone Screen,2026-07-13T15:00:00,,Scheduled,1.6,1.5,2.8,No Hire,Institution sport in specific subject fund.
review-clean4-clean-INT-0026544,review-clean4-clean-APP-015609,review-clean4-clean-CAND-01494,Technical,2026-07-15T13:00:00,,Scheduled,4.2,,,Leaning No,Plan within work between somebody.
review-clean4-clean-INT-0026545,review-clean4-clean-APP-015610,review-clean4-clean-CAND-04760,Phone Screen,2026-07-11T17:00:00,,Scheduled,3.1,2.6,4.1,Strong Hire,Bank create value group together better.
review-clean4-clean-INT-0026546,review-clean4-clean-APP-015610,review-clean4-clean-CAND-04760,Technical,2026-07-13T11:00:00,,Scheduled,2.4,3.4,,Hire,Just rise matter.
review-clean4-clean-INT-0026547,review-clean4-clean-APP-015611,review-clean4-clean-CAND-03365,Phone Screen,2026-07-21T11:00:00,,Scheduled,2.1,1.3,2.9,Hire,
review-clean4-clean-INT-0026548,review-clean4-clean-APP-015611,review-clean4-clean-CAND-03365,Technical,2026-07-22T09:00:00,2026-07-22T13:00:00,Completed,1.2,,3.0,Leaning No,Forward test economic two.
