onboarding_id,offer_id,application_id,candidate_id,planned_joining_date,actual_joining_date,joining_status,no_join_reason,onboarding_completed
review-clean4-messy-ONB-000331,review-clean4-messy-OFF-000944,review-clean4-messy-APP-013827,review-clean4-messy-CAND-01277,2026-09-05,2026-09-06,Postponed,,False
review-clean4-messy-ONB-000332,review-clean4-messy-OFF-000947,review-clean4-messy-APP-013900,review-clean4-messy-CAND-03796,2026-09-17,09/20/2026,No Show,Personal reasons,False
review-clean4-messy-ONB-000333,review-clean4-messy-OFF-000950,review-clean4-messy-APP-013949,review-clean4-messy-CAND-03013,2026-09-15,,JOINED,Found other offer,True
review-clean4-messy-ONB-000334,review-clean4-messy-OFF-000953,review-clean4-messy-APP-013971,review-clean4-messy-CAND-03627,10/08/2026,,JOINED,,True
review-clean4-messy-ONB-000335,review-clean4-messy-OFF-000955,review-clean4-messy-APP-014010,review-clean4-messy-CAND-04344,2026-10-15,10/18/2026,Joined,Found other offer,false
review-clean4-messy-ONB-000336,review-clean4-messy-OFF-000963,review-clean4-messy-APP-014132,review-clean4-messy-CAND-01281,2026-08-27,2026-08-31,Joined,Found other offer,True
review-clean4-messy-ONB-000337,review-clean4-messy-OFF-000967,review-clean4-messy-APP-014213,review-clean4-messy-CAND-03476,08/11/2026,08/11/2026,Postponed,Found other offer,False
review-clean4-messy-ONB-000338,review-clean4-messy-OFF-000972,review-clean4-messy-APP-014285,review-clean4-messy-CAND-04044,10/17/2026,2026-10-16,Postponed,,False
review-clean4-messy-ONB-000339,review-clean4-messy-OFF-000975,review-clean4-messy-APP-014332,review-clean4-messy-CAND-04128,07/16/2026,2026-07-15,Joined,,False
review-clean4-messy-ONB-000340,review-clean4-messy-OFF-000979,review-clean4-messy-APP-014359,review-clean4-messy-CAND-01402,2026-09-05,2026-09-05,Joined,Personal reasons,No
review-clean4-messy-ONB-000341,review-clean4-messy-OFF-000983,review-clean4-messy-APP-014406,review-clean4-messy-CAND-00182,08/03/2026,2026-08-04,Cancelled,,True
review-clean4-messy-ONB-000342,review-clean4-messy-OFF-000984,review-clean4-messy-APP-014411,review-clean4-messy-CAND-03112,2026-10-04,10/05/2026,No Show,,True
review-clean4-messy-ONB-000343,review-clean4-messy-OFF-000986,review-clean4-messy-APP-014433,review-clean4-messy-CAND-01587,2026-08-01,08/03/2026,NO SHOW,,False
review-clean4-messy-ONB-000344,review-clean4-messy-OFF-000987,review-clean4-messy-APP-014437,review-clean4-messy-CAND-00571,2026-09-22,,Offer accepted,,False
review-clean4-messy-ONB-000345,review-clean4-messy-OFF-000988,review-clean4-messy-APP-014438,review-clean4-messy-CAND-02127,08/27/2026,08/31/2026,joined,,False
review-clean4-messy-ONB-000346,review-clean4-messy-OFF-000990,review-clean4-messy-APP-014451,review-clean4-messy-CAND-02698,2026-10-06,,Postponed,,True
review-clean4-messy-ONB-000347,review-clean4-messy-OFF-000993,review-clean4-messy-APP-014488,review-clean4-messy-CAND-00396,07/20/2026,07/20/2026,No Show,,False
review-clean4-messy-ONB-000348,review-clean4-messy-OFF-000994,review-clean4-messy-APP-014490,review-clean4-messy-CAND-03100,07/20/2026,2026-07-24,Joined,,False
review-clean4-messy-ONB-000349,review-clean4-messy-OFF-001003,review-clean4-messy-APP-014704,review-clean4-messy-CAND-02868,08/28/2026,,CANCELLED,,No
review-clean4-messy-ONB-000350,review-clean4-messy-OFF-001004,review-clean4-messy-APP-014713,review-clean4-messy-CAND-02718,2026-09-16,2026-09-21,Postponed,,True
review-clean4-messy-ONB-000351,review-clean4-messy-OFF-001005,review-clean4-messy-APP-014743,review-clean4-messy-CAND-04813,2026-08-23,2026-08-24,Joined,,True
review-clean4-messy-ONB-000352,review-clean4-messy-OFF-001009,review-clean4-messy-APP-014828,review-clean4-messy-CAND-00883,09/11/2026,,No Show,,True
review-clean4-messy-ONB-000353,review-clean4-messy-OFF-001011,review-clean4-messy-APP-014837,review-clean4-messy-CAND-04562,2026-09-11,,Joined,Found other offer,True
review-clean4-messy-ONB-000354,review-clean4-messy-OFF-001015,review-clean4-messy-APP-014900,review-clean4-messy-CAND-00068,2026-10-07,,Rejected,Found other offer,true
review-clean4-messy-ONB-000355,review-clean4-messy-OFF-001017,review-clean4-messy-APP-014957,review-clean4-messy-CAND-04473,2026-08-17,,Joined,,false
review-clean4-messy-ONB-000356,review-clean4-messy-OFF-001022,review-clean4-messy-APP-015022,review-clean4-messy-CAND-04760,2026-08-12,,Joined,Found other offer,False
review-clean4-messy-ONB-000357,review-clean4-messy-OFF-001025,review-clean4-messy-APP-015065,review-clean4-messy-CAND-01718,10/06/2026,2026-10-09,Done,,YES
review-clean4-messy-ONB-000358,review-clean4-messy-OFF-001028,review-clean4-messy-APP-015084,review-clean4-messy-CAND-00612,2026-07-09,07/08/2026,Cancelled,,False
review-clean4-messy-ONB-000359,review-clean4-messy-OFF-001034,review-clean4-messy-APP-015259,review-clean4-messy-CAND-01353,09/06/2026,,Joined,,False
review-clean4-messy-ONB-000360,review-clean4-messy-OFF-001040,review-clean4-messy-APP-015288,review-clean4-messy-CAND-00860,2026-07-18,2026-07-20,Joined,,False
review-clean4-messy-ONB-000361,review-clean4-messy-OFF-001041,review-clean4-messy-APP-015290,review-clean4-messy-CAND-01191,2026-08-01,,Rejected,,False
review-clean4-messy-ONB-000362,review-clean4-messy-OFF-001046,review-clean4-messy-APP-015452,review-clean4-messy-CAND-03047,2026-08-10,08/12/2026,Postponed,,False
review-clean4-messy-ONB-000363,review-clean4-messy-OFF-001047,review-clean4-messy-APP-015490,review-clean4-messy-CAND-04141,2026-08-04,08/09/2026,Joined,,True
review-clean4-messy-ONB-000364,review-clean4-messy-OFF-001048,review-clean4-messy-APP-015506,review-clean4-messy-CAND-00329,2026-08-23,2026-08-21,Joined,,True
review-clean4-messy-ONB-000365,review-clean4-messy-OFF-001049,review-clean4-messy-APP-015508,review-clean4-messy-CAND-01147,07/19/2026,,Joined,,true
review-clean4-messy-ONB-000366,review-clean4-messy-OFF-001051,review-clean4-messy-APP-015534,review-clean4-messy-CAND-00623,08/07/2026,2026-08-07,Rejected,,False
review-clean4-messy-ONB-000367,review-clean4-messy-OFF-001057,review-clean4-messy-APP-015613,review-clean4-messy-CAND-00532,2026-08-12,,No Show,,True
review-clean4-messy-ONB-000368,review-clean4-messy-OFF-001059,review-clean4-messy-APP-015665,review-clean4-messy-CAND-03113,09/24/2026,2026-09-27,Joined,,YES
review-clean4-messy-ONB-000369,review-clean4-messy-OFF-001060,review-clean4-messy-APP-015683,review-clean4-messy-CAND-04497,07/27/2026,2026-07-26,No Show,,True
review-clean4-messy-ONB-000370,review-clean4-messy-OFF-001061,review-clean4-messy-APP-015693,review-clean4-messy-CAND-03770,2026-08-11,2026-08-10,Joined,,True
review-clean4-messy-ONB-000371,review-clean4-messy-OFF-001063,review-clean4-messy-APP-015705,review-clean4-messy-CAND-02616,08/03/2026,2026-08-07,No Show,Found other offer,False
review-clean4-messy-ONB-000372,review-clean4-messy-OFF-001064,review-clean4-messy-APP-015718,review-clean4-messy-CAND-04390,2026-10-04,10/05/2026,Joined,,False
review-clean4-messy-ONB-000373,review-clean4-messy-OFF-001066,review-clean4-messy-APP-015756,review-clean4-messy-CAND-02418,07/18/2026,2026-07-23,NO SHOW,,No
review-clean4-messy-ONB-000374,review-clean4-messy-OFF-001069,review-clean4-messy-APP-015820,review-clean4-messy-CAND-01568,2026-10-03,2026-10-07,No Show,Found other offer,False
review-clean4-messy-ONB-000375,review-clean4-messy-OFF-001072,review-clean4-messy-APP-015889,review-clean4-messy-CAND-03273,2026-08-05,2026-08-03,Offer accepted,,False
review-clean4-messy-ONB-000376,review-clean4-messy-OFF-001078,review-clean4-messy-APP-015999,review-clean4-messy-CAND-00251,2026-07-10,07/15/2026,Cancelled,,YES
review-clean4-messy-ONB-000377,review-clean4-messy-OFF-001080,review-clean4-messy-APP-016019,review-clean4-messy-CAND-01616,2026-08-26,2026-08-25,No hire, Personal reasons ,False
review-clean4-messy-ONB-000378,review-clean4-messy-OFF-001081,review-clean4-messy-APP-016060,review-clean4-messy-CAND-03467,2026-08-08,,Joined,Found other offer,True
review-clean4-messy-ONB-000379,review-clean4-messy-OFF-001087,review-clean4-messy-APP-016162,review-clean4-messy-CAND-03254,2026-10-11,,POSTPONED,,False
review-clean4-messy-ONB-000380,review-clean4-messy-OFF-001089,review-clean4-messy-APP-016183,review-clean4-messy-CAND-01582,09/01/2026,,Done,Found other offer,True
review-clean4-messy-ONB-000381,review-clean4-messy-OFF-001094,review-clean4-messy-APP-016307,review-clean4-messy-CAND-03873,09/19/2026,2026-09-23,Joined,,False
review-clean4-messy-ONB-000382,review-clean4-messy-OFF-001102,review-clean4-messy-APP-016461,review-clean4-messy-CAND-02512,2026-08-03,2026-08-01,Joined,Personal reasons,False
review-clean4-messy-ONB-000383,review-clean4-messy-OFF-001105,review-clean4-messy-APP-016495,review-clean4-messy-CAND-02242,2026-10-26,,No Show,,True
review-clean4-messy-ONB-000384,review-clean4-messy-OFF-001107,review-clean4-messy-APP-016541,review-clean4-messy-CAND-00917,2026-08-12,,No Show,,YES
review-clean4-messy-ONB-000385,review-clean4-messy-OFF-001108,review-clean4-messy-APP-016543,review-clean4-messy-CAND-02840,2026-08-08,2026-08-08,no show,,False
review-clean4-messy-ONB-000386,review-clean4-messy-OFF-001111,review-clean4-messy-APP-016582,review-clean4-messy-CAND-00228,2026-09-10,2026-09-13,Cancelled,,False
review-clean4-messy-ONB-000387,review-clean4-messy-OFF-001112,review-clean4-messy-APP-016588,review-clean4-messy-CAND-02336,09/01/2026,2026-09-06,Cancelled,,YES
review-clean4-messy-ONB-000388,review-clean4-messy-OFF-001113,review-clean4-messy-APP-016591,review-clean4-messy-CAND-02728,09/27/2026,2026-09-26,JOINED,,No
review-clean4-messy-ONB-000389,review-clean4-messy-OFF-001116,review-clean4-messy-APP-016635,review-clean4-messy-CAND-02409,2026-09-16,2026-09-17,Cancelled,,True
review-clean4-messy-ONB-000390,review-clean4-messy-OFF-001117,review-clean4-messy-APP-016648,review-clean4-messy-CAND-02748,2026-08-24,,Cancelled,,True
review-clean4-messy-ONB-000391,review-clean4-messy-OFF-001118,review-clean4-messy-APP-016651,review-clean4-messy-CAND-03906,2026-09-17,2026-09-18,Joined,,True
review-clean4-messy-ONB-000392,review-clean4-messy-OFF-001119,review-clean4-messy-APP-016652,review-clean4-messy-CAND-03089,08/24/2026,2026-08-22,Joined,,true
review-clean4-messy-ONB-000393,review-clean4-messy-OFF-001120,review-clean4-messy-APP-016654,review-clean4-messy-CAND-02683,2026-09-05,2026-09-07,No Show,,YES
review-clean4-messy-ONB-000394,review-clean4-messy-OFF-001123,review-clean4-messy-APP-016719,review-clean4-messy-CAND-02409,2026-08-04,,Rejected,,false
review-clean4-messy-ONB-000395,review-clean4-messy-OFF-001127,review-clean4-messy-APP-016749,review-clean4-messy-CAND-04621,2026-08-15,2026-08-19,Offer accepted,Found other offer,true
review-clean4-messy-ONB-000396,review-clean4-messy-OFF-001128,review-clean4-messy-APP-016756,review-clean4-messy-CAND-03837,08/24/2026,2026-08-27,Cancelled,,false
review-clean4-messy-ONB-000397,review-clean4-messy-OFF-001131,review-clean4-messy-APP-016808,review-clean4-messy-CAND-03776,2026-10-11,2026-10-10,Joined,,No
review-clean4-messy-ONB-000398,review-clean4-messy-OFF-001134,review-clean4-messy-APP-016844,review-clean4-messy-CAND-03886,07/04/2026,2026-07-03,Joined,,False
review-clean4-messy-ONB-000399,review-clean4-messy-OFF-001140,review-clean4-messy-APP-016977,review-clean4-messy-CAND-03560,2026-09-18,2026-09-22,Postponed,,No
review-clean4-messy-ONB-000400,review-clean4-messy-OFF-001143,review-clean4-messy-APP-017003,review-clean4-messy-CAND-02860,2026-08-05,2026-08-08,No Show,,True
review-clean4-messy-ONB-000401,review-clean4-messy-OFF-001144,review-clean4-messy-APP-017067,review-clean4-messy-CAND-01481,2026-08-27,,Rejected,,false
review-clean4-messy-ONB-000402,review-clean4-messy-OFF-001154,review-clean4-messy-APP-017223,review-clean4-messy-CAND-00069,2026-08-30,2026-08-30,Done,Found other offer,False
review-clean4-messy-ONB-000403,review-clean4-messy-OFF-001157,review-clean4-messy-APP-017290,review-clean4-messy-CAND-02686,2026-08-24,2026-08-24,Rejected,,No
review-clean4-messy-ONB-000404,review-clean4-messy-OFF-001158,review-clean4-messy-APP-017299,review-clean4-messy-CAND-01948,09/29/2026,,CANCELLED,,False
review-clean4-messy-ONB-000405,review-clean4-messy-OFF-001160,review-clean4-messy-APP-017326,review-clean4-messy-CAND-01343,2026-09-15,,Joined,,True
review-clean4-messy-ONB-000406,review-clean4-messy-OFF-001164,review-clean4-messy-APP-017423,review-clean4-messy-CAND-04348,08/27/2026,,Joined,,true
review-clean4-messy-ONB-000407,review-clean4-messy-OFF-001165,review-clean4-messy-APP-017427,review-clean4-messy-CAND-01952,09/19/2026,09/20/2026,Rejected,Personal reasons,False
review-clean4-messy-ONB-000408,review-clean4-messy-OFF-001166,review-clean4-messy-APP-017428,review-clean4-messy-CAND-01714,2026-10-14,2026-10-14,No Show,,False
review-clean4-messy-ONB-000409,review-clean4-messy-OFF-001167,review-clean4-messy-APP-017436,review-clean4-messy-CAND-03317,2026-07-09,2026-07-11,No Show,,False
review-clean4-messy-ONB-000410,review-clean4-messy-OFF-001169,review-clean4-messy-APP-017466,review-clean4-messy-CAND-02452,2026-09-16,2026-09-17,Postponed,,true
review-clean4-messy-ONB-000411,review-clean4-messy-OFF-001174,review-clean4-messy-APP-017514,review-clean4-messy-CAND-02481,2026-10-03,2026-10-05,Cancelled,,No
review-clean4-messy-ONB-000412,review-clean4-messy-OFF-001180,review-clean4-messy-APP-017612,review-clean4-messy-CAND-01868,2026-09-10,09/13/2026,Joined,,False
review-clean4-messy-ONB-000413,review-clean4-messy-OFF-001183,review-clean4-messy-APP-017681,review-clean4-messy-CAND-01225,2026-08-15,,Joined,,false
review-clean4-messy-ONB-000414,review-clean4-messy-OFF-001185,review-clean4-messy-APP-017693,review-clean4-messy-CAND-03834,2026-10-02,,Rejected,,False
review-clean4-messy-ONB-000415,review-clean4-messy-OFF-001187,review-clean4-messy-APP-017701,review-clean4-messy-CAND-00303,2026-10-01,2026-10-01,Postponed,,true
review-clean4-messy-ONB-000416,review-clean4-messy-OFF-001189,review-clean4-messy-APP-017727,review-clean4-messy-CAND-01484,2026-08-10,2026-08-14,Joined,,False
review-clean4-messy-ONB-000417,review-clean4-messy-OFF-001192,review-clean4-messy-APP-017769,review-clean4-messy-CAND-02705,2026-07-31,2026-07-29,No Show,,False
review-clean4-messy-ONB-000418,review-clean4-messy-OFF-001193,review-clean4-messy-APP-017778,review-clean4-messy-CAND-02260,09/10/2026,2026-09-13,Offer accepted,,False
review-clean4-messy-ONB-000419,review-clean4-messy-OFF-001198,review-clean4-messy-APP-017827,review-clean4-messy-CAND-01514,2026-08-02,,Joined,Found other offer,True
review-clean4-messy-ONB-000420,review-clean4-messy-OFF-001199,review-clean4-messy-APP-017845,review-clean4-messy-CAND-00263,09/29/2026,2026-10-03,Cancelled,,False
review-clean4-messy-ONB-000421,review-clean4-messy-OFF-001200,review-clean4-messy-APP-017847,review-clean4-messy-CAND-00949,08/10/2026,2026-08-15,Cancelled,,False
review-clean4-messy-ONB-000422,review-clean4-messy-OFF-001201,review-clean4-messy-APP-017849,review-clean4-messy-CAND-04589,2026-08-12,,Joined,,false
review-clean4-messy-ONB-000423,review-clean4-messy-OFF-001202,review-clean4-messy-APP-017880,review-clean4-messy-CAND-04035,2026-10-04,2026-10-08,Joined,,YES
review-clean4-messy-ONB-000424,review-clean4-messy-OFF-001205,review-clean4-messy-APP-017946,review-clean4-messy-CAND-00470,10/11/2026,10/13/2026,Joined, Found other offer ,true
review-clean4-messy-ONB-000425,review-clean4-messy-OFF-001209,review-clean4-messy-APP-018036,review-clean4-messy-CAND-04377,07/31/2026,,Joined,Personal reasons,False
review-clean4-messy-ONB-000426,review-clean4-messy-OFF-001219,review-clean4-messy-APP-018209,review-clean4-messy-CAND-03582,2026-08-23,2026-08-27,Cancelled,,true
review-clean4-messy-ONB-000427,review-clean4-messy-OFF-001220,review-clean4-messy-APP-018216,review-clean4-messy-CAND-00851,2026-09-13,2026-09-12,Cancelled,,True
review-clean4-messy-ONB-000428,review-clean4-messy-OFF-001221,review-clean4-messy-APP-018218,review-clean4-messy-CAND-03359,2026-08-04,2026-08-09,Postponed,,false
review-clean4-messy-ONB-000429,review-clean4-messy-OFF-001224,review-clean4-messy-APP-018298,review-clean4-messy-CAND-04037,07/26/2026,2026-07-26,Rejected,,True
review-clean4-messy-ONB-000430,review-clean4-messy-OFF-001231,review-clean4-messy-APP-018432,review-clean4-messy-CAND-00190,09/03/2026,2026-09-05,Done,,No
review-clean4-messy-ONB-000431,review-clean4-messy-OFF-001232,review-clean4-messy-APP-018441,review-clean4-messy-CAND-01783,2026-08-19,2026-08-18,Postponed,,True
review-clean4-messy-ONB-000432,review-clean4-messy-OFF-001233,review-clean4-messy-APP-018448,review-clean4-messy-CAND-02432,2026-08-26,08/31/2026,Joined,,True
review-clean4-messy-ONB-000433,review-clean4-messy-OFF-001234,review-clean4-messy-APP-018477,review-clean4-messy-CAND-03598,2026-08-03,,No Show,Found other offer,True
review-clean4-messy-ONB-000434,review-clean4-messy-OFF-001238,review-clean4-messy-APP-018542,review-clean4-messy-CAND-01511,07/12/2026,2026-07-11,No hire,,False
review-clean4-messy-ONB-000435,review-clean4-messy-OFF-001240,review-clean4-messy-APP-018576,review-clean4-messy-CAND-00835,10/08/2026,2026-10-09,Joined,,False
review-clean4-messy-ONB-000436,review-clean4-messy-OFF-001242,review-clean4-messy-APP-018600,review-clean4-messy-CAND-02548,10/11/2026,2026-10-13,No hire,Found other offer,True
review-clean4-messy-ONB-000437,review-clean4-messy-OFF-001249,review-clean4-messy-APP-018769,review-clean4-messy-CAND-03243,09/26/2026,2026-09-24,Joined,Found other offer,False
review-clean4-messy-ONB-000438,review-clean4-messy-OFF-001251,review-clean4-messy-APP-018778,review-clean4-messy-CAND-02849,2026-08-03,2026-08-06,Postponed,,True
review-clean4-messy-ONB-000439,review-clean4-messy-OFF-001252,review-clean4-messy-APP-018790,review-clean4-messy-CAND-01747,2026-07-24,,Joined,,False
review-clean4-messy-ONB-000440,review-clean4-messy-OFF-001254,review-clean4-messy-APP-018832,review-clean4-messy-CAND-02360,2026-09-18,2026-09-21,Joined,Personal reasons,False
review-clean4-messy-ONB-000441,review-clean4-messy-OFF-001257,review-clean4-messy-APP-018860,review-clean4-messy-CAND-02536,08/31/2026,2026-08-31,Cancelled,,False
review-clean4-messy-ONB-000442,review-clean4-messy-OFF-001258,review-clean4-messy-APP-018894,review-clean4-messy-CAND-01394,08/05/2026,2026-08-10,Cancelled,,False
review-clean4-messy-ONB-000443,review-clean4-messy-OFF-001259,review-clean4-messy-APP-018906,review-clean4-messy-CAND-04538,2026-08-14,2026-08-12,Joined,Found other offer,False
review-clean4-messy-ONB-000444,review-clean4-messy-OFF-001262,review-clean4-messy-APP-018955,review-clean4-messy-CAND-01888,2026-09-18,2026-09-16,Joined,,YES
review-clean4-messy-ONB-000445,review-clean4-messy-OFF-001265,review-clean4-messy-APP-018982,review-clean4-messy-CAND-02629,2026-10-09,10/10/2026,no show,Found other offer,False
review-clean4-messy-ONB-000446,review-clean4-messy-OFF-001269,review-clean4-messy-APP-019013,review-clean4-messy-CAND-02064,2026-09-05,,POSTPONED,Found other offer,No
review-clean4-messy-ONB-000447,review-clean4-messy-OFF-001273,review-clean4-messy-APP-019065,review-clean4-messy-CAND-04706,2026-07-22,,No Show,,False
review-clean4-messy-ONB-000448,review-clean4-messy-OFF-001276,review-clean4-messy-APP-019101,review-clean4-messy-CAND-03649,08/02/2026,2026-08-02,Postponed,Personal reasons,True
review-clean4-messy-ONB-000449,review-clean4-messy-OFF-001278,review-clean4-messy-APP-019129,review-clean4-messy-CAND-04550,2026-08-24,08/29/2026,No hire,,False
review-clean4-messy-ONB-000450,review-clean4-messy-OFF-001282,review-clean4-messy-APP-019183,review-clean4-messy-CAND-01889,2026-09-12,,Joined,,No
review-clean4-messy-ONB-000451,review-clean4-messy-OFF-001283,review-clean4-messy-APP-019201,review-clean4-messy-CAND-00650,2026-08-21,2026-08-25,Postponed,Found other offer,false
review-clean4-messy-ONB-000452,review-clean4-messy-OFF-001288,review-clean4-messy-APP-019283,review-clean4-messy-CAND-03971,2026-08-03,2026-08-05,Done,Found other offer,False
review-clean4-messy-ONB-000453,review-clean4-messy-OFF-001289,review-clean4-messy-APP-019299,review-clean4-messy-CAND-00796,2026-08-28,2026-08-31,Joined,,True
review-clean4-messy-ONB-000454,review-clean4-messy-OFF-001290,review-clean4-messy-APP-019301,review-clean4-messy-CAND-00173,07/16/2026,,Joined,,True
review-clean4-messy-ONB-000455,review-clean4-messy-OFF-001291,review-clean4-messy-APP-019302,review-clean4-messy-CAND-04650,2026-08-12,,Joined,,True
review-clean4-messy-ONB-000456,review-clean4-messy-OFF-001294,review-clean4-messy-APP-019353,review-clean4-messy-CAND-04849,2026-10-29,2026-11-03,Joined, Found other offer ,false
review-clean4-messy-ONB-000457,review-clean4-messy-OFF-001295,review-clean4-messy-APP-019365,review-clean4-messy-CAND-03204,2026-08-17,2026-08-19,No Show,,False
review-clean4-messy-ONB-000458,review-clean4-messy-OFF-001296,review-clean4-messy-APP-019376,review-clean4-messy-CAND-01380,2026-09-19,2026-09-20,Rejected,,False
review-clean4-messy-ONB-000459,review-clean4-messy-OFF-001298,review-clean4-messy-APP-019410,review-clean4-messy-CAND-03393,2026-09-09,2026-09-08,No Show,,False
review-clean4-messy-ONB-000460,review-clean4-messy-OFF-001299,review-clean4-messy-APP-019433,review-clean4-messy-CAND-03136,2026-09-01,,Joined,,false
review-clean4-messy-ONB-000461,review-clean4-messy-OFF-001301,review-clean4-messy-APP-019444,review-clean4-messy-CAND-04530,07/11/2026,2026-07-14,No Show,,True
review-clean4-messy-ONB-000462,review-clean4-messy-OFF-001305,review-clean4-messy-APP-019527,review-clean4-messy-CAND-04461,10/09/2026,2026-10-13,Cancelled,,False
review-clean4-messy-ONB-000463,review-clean4-messy-OFF-001309,review-clean4-messy-APP-019579,review-clean4-messy-CAND-00979,2026-10-22,,No Show,Found other offer,False
review-clean4-messy-ONB-000464,review-clean4-messy-OFF-001310,review-clean4-messy-APP-019596,review-clean4-messy-CAND-03980,08/21/2026,2026-08-22,Cancelled,Personal reasons,False
review-clean4-messy-ONB-000465,review-clean4-messy-OFF-001311,review-clean4-messy-APP-019602,review-clean4-messy-CAND-03293,2026-08-16,,Joined,,No
review-clean4-messy-ONB-000466,review-clean4-messy-OFF-001316,review-clean4-messy-APP-019663,review-clean4-messy-CAND-01443,2026-08-16,2026-08-21,Joined,,True
review-clean4-messy-ONB-000467,review-clean4-messy-OFF-001328,review-clean4-messy-APP-019921,review-clean4-messy-CAND-02270,2026-10-11,2026-10-13,Cancelled,,True
review-clean4-messy-ONB-000468,review-clean4-messy-OFF-001333,review-clean4-messy-APP-020008,review-clean4-messy-CAND-00962,2026-08-18,,Cancelled,,False
review-clean4-messy-ONB-000469,review-clean4-messy-OFF-001335,review-clean4-messy-APP-020024,review-clean4-messy-CAND-02398,2026-08-01,08/06/2026,No Show,,True
review-clean4-messy-ONB-000470,review-clean4-messy-OFF-001336,review-clean4-messy-APP-020049,review-clean4-messy-CAND-03995,07/15/2026,2026-07-16,Cancelled,,False
review-clean4-messy-ONB-000471,review-clean4-messy-OFF-001337,review-clean4-messy-APP-020060,review-clean4-messy-CAND-02980,10/01/2026,2026-10-05,Cancelled,,True
review-clean4-messy-ONB-000472,review-clean4-messy-OFF-001338,review-clean4-messy-APP-020096,review-clean4-messy-CAND-04482,2026-10-02,,Joined,Found other offer,True
review-clean4-messy-ONB-000473,review-clean4-messy-OFF-001339,review-clean4-messy-APP-020131,review-clean4-messy-CAND-00061,2026-08-19,2026-08-17,Joined,,YES
review-clean4-messy-ONB-000474,review-clean4-messy-OFF-001344,review-clean4-messy-APP-020200,review-clean4-messy-CAND-03999,2026-09-05,09/08/2026,Postponed,,true
review-clean4-messy-ONB-000475,review-clean4-messy-OFF-001347,review-clean4-messy-APP-020210,review-clean4-messy-CAND-00481,08/13/2026,08/13/2026,Postponed,,True
review-clean4-messy-ONB-000476,review-clean4-messy-OFF-001348,review-clean4-messy-APP-020213,review-clean4-messy-CAND-01750,10/03/2026,2026-10-04,CANCELLED,,True
review-clean4-messy-ONB-000477,review-clean4-messy-OFF-001351,review-clean4-messy-APP-020270,review-clean4-messy-CAND-00765,2026-09-07,2026-09-12,Cancelled,,false
review-clean4-messy-ONB-000478,review-clean4-messy-OFF-001352,review-clean4-messy-APP-020287,review-clean4-messy-CAND-01120,2026-09-15,,No Show,,No
review-clean4-messy-ONB-000479,review-clean4-messy-OFF-001353,review-clean4-messy-APP-020300,review-clean4-messy-CAND-04216,08/10/2026,,Joined,Found other offer,false
review-clean4-messy-ONB-000480,review-clean4-messy-OFF-001354,review-clean4-messy-APP-020316,review-clean4-messy-CAND-03548,08/08/2026,2026-08-06,Joined,,True
review-clean4-messy-ONB-000481,review-clean4-messy-OFF-001355,review-clean4-messy-APP-020323,review-clean4-messy-CAND-04854,2026-07-28,2026-08-01,No Show,,false
review-clean4-messy-ONB-000482,review-clean4-messy-OFF-001356,review-clean4-messy-APP-020339,review-clean4-messy-CAND-04984,2026-09-08,2026-09-06,Postponed,Personal reasons,False
review-clean4-messy-ONB-000483,review-clean4-messy-OFF-001359,review-clean4-messy-APP-020385,review-clean4-messy-CAND-03314,07/30/2026,2026-08-01,Offer accepted,,No
review-clean4-messy-ONB-000484,review-clean4-messy-OFF-001361,review-clean4-messy-APP-020399,review-clean4-messy-CAND-01064,2026-09-05,2026-09-03,No Show,,false
review-clean4-messy-ONB-000485,review-clean4-messy-OFF-001367,review-clean4-messy-APP-020481,review-clean4-messy-CAND-01065,2026-08-15,2026-08-16,No Show,,False
review-clean4-messy-ONB-000486,review-clean4-messy-OFF-001369,review-clean4-messy-APP-020521,review-clean4-messy-CAND-04826,2026-09-13,2026-09-11,Joined,Found other offer,No
review-clean4-messy-ONB-000487,review-clean4-messy-OFF-001371,review-clean4-messy-APP-020523,review-clean4-messy-CAND-00254,2026-10-14,2026-10-19,Postponed,,True
review-clean4-messy-ONB-000488,review-clean4-messy-OFF-001372,review-clean4-messy-APP-020543,review-clean4-messy-CAND-02469,09/10/2026,2026-09-11,No Show,Found other offer,True
review-clean4-messy-ONB-000489,review-clean4-messy-OFF-001373,review-clean4-messy-APP-020579,review-clean4-messy-CAND-00297,2026-07-14,2026-07-17,Cancelled,,False
review-clean4-messy-ONB-000490,review-clean4-messy-OFF-001376,review-clean4-messy-APP-020631,review-clean4-messy-CAND-04147,2026-09-28,2026-09-29,Postponed,,True
review-clean4-messy-ONB-000491,review-clean4-messy-OFF-001377,review-clean4-messy-APP-020638,review-clean4-messy-CAND-00313,2026-07-19,2026-07-17,Joined,,YES
review-clean4-messy-ONB-000492,review-clean4-messy-OFF-001378,review-clean4-messy-APP-020640,review-clean4-messy-CAND-02306,08/10/2026,2026-08-12,Joined,,True
review-clean4-messy-ONB-000493,review-clean4-messy-OFF-001379,review-clean4-messy-APP-020642,review-clean4-messy-CAND-01526,10/21/2026,,No hire,,YES
review-clean4-messy-ONB-000494,review-clean4-messy-OFF-001383,review-clean4-messy-APP-020692,review-clean4-messy-CAND-00258,2026-08-14,2026-08-12,Cancelled,,True
review-clean4-messy-ONB-000495,review-clean4-messy-OFF-001385,review-clean4-messy-APP-020712,review-clean4-messy-CAND-01430,08/23/2026,2026-08-28,Postponed,,False
