interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-messy-INT-0024759,review-clean4-messy-APP-014534,review-clean4-messy-CAND-00010,final panel,2026-07-13T15:00:00,2026-07-13T19:00:00,Cancelled,2.4,4.2,,Strong Hire,
review-clean4-messy-INT-0024760,review-clean4-messy-APP-014535,review-clean4-messy-CAND-01548,Phone Screen,07/21T11:00:00/2026,,Scheduled,3.5,3.5,  ,Hire,White candidate bill off best stage protect hard.
review-clean4-messy-INT-0024761,review-clean4-messy-APP-014535,review-clean4-messy-CAND-01548,Coding Challenge,2026-07-22T08:00:00,2026-07-22T14:00:00,Cancelled,,3.7,1.2,Maybe,
review-clean4-messy-INT-0024762,review-clean4-messy-APP-014536,review-clean4-messy-CAND-03870,Phone Screen,08/07T13:00:00/2026,,Completed,2.3,  ,2.4,Hire,Recent responsibility like rest.
review-clean4-messy-INT-0024763,review-clean4-messy-APP-014536,review-clean4-messy-CAND-03870,Cultural Fit,2026-08-08T17:00:00,08/08T23:00:00/2026,Cancelled,3.5,2.0,foo,Hire, Magazine blue traditional. 
review-clean4-messy-INT-0024764,review-clean4-messy-APP-014537,review-clean4-messy-CAND-04864,Phone Screen,2026-08-22T09:00:00,2026-08-22T15:00:00,Completed,NaN,4.5,1.2,Hire, Painting house college season price. 
review-clean4-messy-INT-0024765,review-clean4-messy-APP-014539,review-clean4-messy-CAND-03993,Phone Screen,07/24T15:00:00/2026,,Cancelled,4.0,3.1,4.3,Strong Hire,Look administration another simple skin will.
review-clean4-messy-INT-0024766,review-clean4-messy-APP-014539,review-clean4-messy-CAND-03993,Phone Screen,07/26T08:00:00/2026,2026-07-26T11:00:00,COMPLETED,3.3,foo,2.9,Leaning No,Heavy month successful line coach news.
review-clean4-messy-INT-0024767,review-clean4-messy-APP-014540,review-clean4-messy-CAND-04324,HR Round,2026-07-08T11:00:00,2026-07-08T19:00:00,Completed,2.3,,,No Hire,Population out future sign first open book although.
review-clean4-messy-INT-0024768,review-clean4-messy-APP-014541,review-clean4-messy-CAND-03416,Phone Screen,2026-07-22T11:00:00,,Scheduled,2.2,  ,N/A,Leaning No,
review-clean4-messy-INT-0024769,review-clean4-messy-APP-014541,review-clean4-messy-CAND-03416,Coding Challenge,2026-07-25T09:00:00,,Scheduled,,1.6,3.5,Leaning No,
review-clean4-messy-INT-0024770,review-clean4-messy-APP-014542,review-clean4-messy-CAND-03561,Final Panel,2026-06-10T16:00:00,,Scheduled,,3.2,4.6,,Short wife political.
review-clean4-messy-INT-0024771,review-clean4-messy-APP-014542,review-clean4-messy-CAND-03561,Cultural Fit,06/13T14:00:00/2026,,Scheduled,1.8,1.5,2.9,hire, Today condition item bill law past about themselves. 
review-clean4-messy-INT-0024772,review-clean4-messy-APP-014543,review-clean4-messy-CAND-01842,Phone Screen,2026-06-08T16:00:00,2026-06-08T17:00:00,Completed, 4.0 ,2.2,3.0,No Hire,
review-clean4-messy-INT-0024773,review-clean4-messy-APP-014543,review-clean4-messy-CAND-01842,Cultural Fit,2026-06-09T17:00:00,,Scheduled,4.9,2.0,1.1,Hire,Ready result want quality.
review-clean4-messy-INT-0024774,review-clean4-messy-APP-014543,review-clean4-messy-CAND-01842,HR Round,2026-06-14T14:00:00,,Scheduled,3.6,N/A,foo,Strong Hire,Thank early possible local anyone industry if.
review-clean4-messy-INT-0024775,review-clean4-messy-APP-014544,review-clean4-messy-CAND-04086,phone screen,06/14T10:00:00/2026,2026-06-14T13:00:00,Completed,2.7,1.7,2.5,Strong Hire,Data kitchen look network.
review-clean4-messy-INT-0024776,review-clean4-messy-APP-014545,review-clean4-messy-CAND-00288,Phone Screen,08/02T08:00:00/2026,2026-08-02T11:00:00,No hire,2.6,  , 4.7 ,No Hire,
review-clean4-messy-INT-0024777,review-clean4-messy-APP-014545,review-clean4-messy-CAND-00288,cultural fit,2026-08-04T15:00:00,2026-08-04T18:00:00,COMPLETED,3.2,3.3,1.1,Hire,Stage style week occur message.
review-clean4-messy-INT-0024778,review-clean4-messy-APP-014545,review-clean4-messy-CAND-00288,Coding Challenge,08/08T16:00:00/2026,,Rejected,1.2,3.1,2.1,no hire,Make exist series.
review-clean4-messy-INT-0024779,review-clean4-messy-APP-014546,review-clean4-messy-CAND-01922,Phone Screen,2026-06-18T11:00:00,2026-06-18T13:00:00,Done, 4.7 ,2.6,  ,No Hire, Issue herself none give tend. 
review-clean4-messy-INT-0024780,review-clean4-messy-APP-014546,review-clean4-messy-CAND-01922,Final Panel,06/19T12:00:00/2026,2026-06-19T14:00:00,Rejected,2.0,4.6,3.1,,Shake effect opportunity soldier how.
review-clean4-messy-INT-0024781,review-clean4-messy-APP-014547,review-clean4-messy-CAND-02223,Phone Screen,08/03T13:00:00/2026,2026-08-03T21:00:00,Joined,4.5,2.7,3.6,Hire,
review-clean4-messy-INT-0024782,review-clean4-messy-APP-014547,review-clean4-messy-CAND-02223,coding challenge,2026-08-06T10:00:00,08/06T12:00:00/2026,Completed,2.5,,3.9,Strong Hire,
review-clean4-messy-INT-0024783,review-clean4-messy-APP-014547,review-clean4-messy-CAND-02223,Final Panel,2026-08-05T10:00:00,2026-08-05T17:00:00,Rejected,3.4,N/A, 2.3 ,Hire,
review-clean4-messy-INT-0024784,review-clean4-messy-APP-014548,review-clean4-messy-CAND-03566,Phone Screen,2026-06-04T15:00:00,,Offer accepted,2.7,3.6,2.7,Leaning No,
review-clean4-messy-INT-0024785,review-clean4-messy-APP-014548,review-clean4-messy-CAND-03566,Technical,2026-06-06T11:00:00,2026-06-06T19:00:00,Offer accepted,foo,1.9,1.6,No Hire, Fill others environment anyone indicate realize fine fine. 
review-clean4-messy-INT-0024786,review-clean4-messy-APP-014550,review-clean4-messy-CAND-03354,Phone Screen,07/19T08:00:00/2026,,Scheduled,foo,1.3,,Leaning No, Brother adult treat finish always remember. 
review-clean4-messy-INT-0024787,review-clean4-messy-APP-014550,review-clean4-messy-CAND-03354,HR Round,2026-07-22T17:00:00,2026-07-22T18:00:00,Completed,3.3,1.7,,Leaning No, Mrs leader thought argue experience. 
review-clean4-messy-INT-0024788,review-clean4-messy-APP-014551,review-clean4-messy-CAND-01442,Phone Screen,07/15T08:00:00/2026,2026-07-15T12:00:00,Cancelled,3.6,4.0,,No Hire,Word especially keep build issue adult girl.
review-clean4-messy-INT-0024789,review-clean4-messy-APP-014551,review-clean4-messy-CAND-01442,Cultural Fit,07/18T10:00:00/2026,,Scheduled,foo,4.6,N/A,Strong Hire,Force ready Democrat general though.
review-clean4-messy-INT-0024790,review-clean4-messy-APP-014552,review-clean4-messy-CAND-02848,Phone Screen,07/05T12:00:00/2026,2026-07-05T13:00:00,Completed,  ,3.8,1.3,Strong Hire,
review-clean4-messy-INT-0024791,review-clean4-messy-APP-014552,review-clean4-messy-CAND-02848,technical,2026-07-07T10:00:00,,Offer accepted,,4.6,2.9,Strong Hire,
review-clean4-messy-INT-0024792,review-clean4-messy-APP-014552,review-clean4-messy-CAND-02848,Final Panel,2026-07-07T17:00:00,,Completed,2.7,1.8,  ,hire,Development media ready despite individual.
review-clean4-messy-INT-0024793,review-clean4-messy-APP-014552,review-clean4-messy-CAND-02848,Final Panel,07/14T10:00:00/2026,2026-07-14T16:00:00,Completed,3.5,3.2,1.1,no hire,There present your find choice.
review-clean4-messy-INT-0024794,review-clean4-messy-APP-014553,review-clean4-messy-CAND-02347,Phone Screen,2026-08-06T12:00:00,,Scheduled,4.3,,3.5,Leaning No,Foreign nation write data idea.
review-clean4-messy-INT-0024795,review-clean4-messy-APP-014554,review-clean4-messy-CAND-02788,Final Panel,2026-07-07T14:00:00,2026-07-07T20:00:00,Completed,3.9,2.3,1.2,Hire, Turn man soon. 
review-clean4-messy-INT-0024796,review-clean4-messy-APP-014555,review-clean4-messy-CAND-03618,phone screen,2026-08-18T09:00:00,08/18T13:00:00/2026,Completed,1.5,, 2.9 ,Strong Hire,
review-clean4-messy-INT-0024797,review-clean4-messy-APP-014557,review-clean4-messy-CAND-02263, Phone Screen ,06/12T14:00:00/2026,2026-06-12T19:00:00,Completed,2.4,3.7,5.0,Strong Hire,Walk clearly into population public between manage.
review-clean4-messy-INT-0024798,review-clean4-messy-APP-014557,review-clean4-messy-CAND-02263,Cultural Fit,06/13T16:00:00/2026,,Scheduled, 2.3 ,  ,3.1,leaning no,Life charge cost message.
review-clean4-messy-INT-0024799,review-clean4-messy-APP-014558,review-clean4-messy-CAND-04177,phone screen,2026-08-07T09:00:00,,scheduled,3.0,,3.4,Strong Hire,Oil international doctor part.
review-clean4-messy-INT-0024800,review-clean4-messy-APP-014559,review-clean4-messy-CAND-00844,Phone Screen,2026-06-07T11:00:00,,Scheduled,4.2,NaN,,Hire, Republican away this specific bring fine. 
review-clean4-messy-INT-0024801,review-clean4-messy-APP-014560,review-clean4-messy-CAND-02224,Phone Screen,2026-07-25T10:00:00,,Scheduled,N/A, 3.2 ,3.5,strong hire,
review-clean4-messy-INT-0024802,review-clean4-messy-APP-014560,review-clean4-messy-CAND-02224,Phone Screen,2026-07-27T08:00:00,2026-07-27T16:00:00,Completed,N/A,4.6,2.7,Hire,Air music very whose.
review-clean4-messy-INT-0024803,review-clean4-messy-APP-014561,review-clean4-messy-CAND-04731,Phone Screen,06/18T16:00:00/2026,2026-06-18T23:00:00,Completed,1.2,3.4,2.1,Leaning No,
review-clean4-messy-INT-0024804,review-clean4-messy-APP-014561,review-clean4-messy-CAND-04731,Technical,06/21T08:00:00/2026,2026-06-21T14:00:00,Completed,2.0,1.4,4.0,Leaning No,Thank large large oil.
review-clean4-messy-INT-0024805,review-clean4-messy-APP-014562,review-clean4-messy-CAND-00331,phone screen,2026-07-28T12:00:00,2026-07-28T15:00:00,Completed,2.0,1.4,1.1,No Hire,Eat choice though financial situation west network.
review-clean4-messy-INT-0024806,review-clean4-messy-APP-014562,review-clean4-messy-CAND-00331, Phone Screen ,07/29T13:00:00/2026,2026-07-29T17:00:00,Rejected,3.6,foo,2.5,Hire,War small address alone well world foot.
review-clean4-messy-INT-0024807,review-clean4-messy-APP-014562,review-clean4-messy-CAND-00331,Coding Challenge,2026-08-03T08:00:00,2026-08-03T14:00:00,Completed,  ,1.1,2.0,Hire,
review-clean4-messy-INT-0024808,review-clean4-messy-APP-014564,review-clean4-messy-CAND-01222,Phone Screen,2026-08-19T14:00:00,2026-08-19T16:00:00,Completed,4.5,,1.3,No Hire,Vote apply design food month sell that.
review-clean4-messy-INT-0024809,review-clean4-messy-APP-014564,review-clean4-messy-CAND-01222,Final Panel,2026-08-22T12:00:00,2026-08-22T19:00:00,Cancelled,2.0,2.0,2.9,No Hire,
review-clean4-messy-INT-0024810,review-clean4-messy-APP-014565,review-clean4-messy-CAND-03584,Phone Screen,2026-07-17T14:00:00,07/17T18:00:00/2026,Completed,2.2,2.9,3.4,Strong Hire,Set nothing either director.
review-clean4-messy-INT-0024811,review-clean4-messy-APP-014566,review-clean4-messy-CAND-03254,Phone Screen,2026-06-04T14:00:00,2026-06-04T21:00:00,Done,5.0,1.4,  ,strong hire, Set peace white not still movie scene give. 
review-clean4-messy-INT-0024812,review-clean4-messy-APP-014567,review-clean4-messy-CAND-00478,HR Round,2026-06-29T17:00:00,2026-06-29T20:00:00,Cancelled,4.3,,NaN,Hire,Our travel compare performance easy music green.
review-clean4-messy-INT-0024813,review-clean4-messy-APP-014569,review-clean4-messy-CAND-02829,Phone Screen,2026-07-01T09:00:00,2026-07-01T10:00:00,Completed,, 2.4 ,3.6,no hire,Create side guy later various left attorney.
review-clean4-messy-INT-0024814,review-clean4-messy-APP-014570,review-clean4-messy-CAND-03632,phone screen,2026-07-25T14:00:00,2026-07-25T16:00:00,Completed,,4.5,1.1,No Hire,Act our education against boy range or.
review-clean4-messy-INT-0024815,review-clean4-messy-APP-014570,review-clean4-messy-CAND-03632,Final Panel,2026-07-26T15:00:00,,Scheduled,2.2,1.6,,Hire,
review-clean4-messy-INT-0024816,review-clean4-messy-APP-014571,review-clean4-messy-CAND-00083, Phone Screen ,2026-06-05T10:00:00,,Completed,2.4,1.8,N/A,Leaning No,Yes election indicate respond care.
review-clean4-messy-INT-0024817,review-clean4-messy-APP-014571,review-clean4-messy-CAND-00083,HR Round,06/06T14:00:00/2026,2026-06-06T16:00:00,Cancelled,4.3,1.8,2.1,Hire,If particular parent exist assume.
review-clean4-messy-INT-0024818,review-clean4-messy-APP-014572,review-clean4-messy-CAND-00271,HR Round,2026-08-23T09:00:00,2026-08-23T15:00:00,Cancelled,1.7,2.3,  ,Leaning No,Trade blue decade sure hit argue add.
review-clean4-messy-INT-0024819,review-clean4-messy-APP-014573,review-clean4-messy-CAND-00322,Phone Screen,2026-08-11T17:00:00,2026-08-11T21:00:00,Cancelled,2.2,4.8,,strong hire,
review-clean4-messy-INT-0024820,review-clean4-messy-APP-014574,review-clean4-messy-CAND-01861,Phone Screen,2026-05-29T08:00:00,,Scheduled,1.8,1.1,,No Hire,Space total yet improve near president.
review-clean4-messy-INT-0024821,review-clean4-messy-APP-014576,review-clean4-messy-CAND-01202,Phone Screen,2026-08-11T08:00:00,2026-08-11T14:00:00,Completed,2.7,3.0,,No Hire,
review-clean4-messy-INT-0024822,review-clean4-messy-APP-014577,review-clean4-messy-CAND-02227,Phone Screen,08/02T12:00:00/2026,2026-08-02T17:00:00,Completed,,1.7,,Hire,
review-clean4-messy-INT-0024823,review-clean4-messy-APP-014577,review-clean4-messy-CAND-02227,Coding Challenge,2026-08-03T15:00:00,2026-08-03T16:00:00,Completed,2.8, 1.1 ,3.5,Hire,
review-clean4-messy-INT-0024824,review-clean4-messy-APP-014578,review-clean4-messy-CAND-03921,Final Panel,2026-08-02T13:00:00,08/02T20:00:00/2026,No hire,,NaN,2.0,Hire, Indeed seven positive however him only. 
review-clean4-messy-INT-0024825,review-clean4-messy-APP-014578,review-clean4-messy-CAND-03921,Technical,2026-08-03T14:00:00,,SCHEDULED,,4.8,2.5,No Hire,Final event central most explain notice suddenly.
review-clean4-messy-INT-0024826,review-clean4-messy-APP-014579,review-clean4-messy-CAND-01026,Phone Screen,2026-08-17T13:00:00,2026-08-17T17:00:00,Completed,4.0,  ,,Maybe,
review-clean4-messy-INT-0024827,review-clean4-messy-APP-014580,review-clean4-messy-CAND-04571,Phone Screen,08/22T10:00:00/2026,2026-08-22T14:00:00,Cancelled,4.7,,foo,No Hire,Remain institution consider interest theory evidence quickly easy.
review-clean4-messy-INT-0024828,review-clean4-messy-APP-014580,review-clean4-messy-CAND-04571,HR Round,2026-08-24T13:00:00,,Scheduled,2.4,3.2,3.9,No Hire, Available explain down police sport. 
review-clean4-messy-INT-0024829,review-clean4-messy-APP-014581,review-clean4-messy-CAND-04709, Phone Screen ,2026-08-09T13:00:00,2026-08-09T16:00:00,Completed,4.5,, 3.0 ,Leaning No,
review-clean4-messy-INT-0024830,review-clean4-messy-APP-014582,review-clean4-messy-CAND-00507,Phone Screen,2026-07-20T15:00:00,07/20T19:00:00/2026,Completed,N/A,1.1,3.0,No Hire,
review-clean4-messy-INT-0024831,review-clean4-messy-APP-014583,review-clean4-messy-CAND-01720,Final Panel,2026-07-30T11:00:00,,Completed,1.5,4.2, 1.1 ,No Hire,Oil learn environment success.
review-clean4-messy-INT-0024832,review-clean4-messy-APP-014584,review-clean4-messy-CAND-03344,Final Panel,08/19T11:00:00/2026,2026-08-19T13:00:00,Completed,2.1,3.2,4.7,Strong Hire,
review-clean4-messy-INT-0024833,review-clean4-messy-APP-014584,review-clean4-messy-CAND-03344,Coding Challenge,2026-08-20T12:00:00,2026-08-20T15:00:00,No hire,foo,2.6,,no hire,Often any stay.
review-clean4-messy-INT-0024834,review-clean4-messy-APP-014585,review-clean4-messy-CAND-01591,HR Round,06/10T16:00:00/2026,2026-06-10T21:00:00,Completed,NaN,3.7,1.4,Hire, Name art continue song sister country. 
review-clean4-messy-INT-0024835,review-clean4-messy-APP-014585,review-clean4-messy-CAND-01591,Technical,2026-06-11T08:00:00,06/11T09:00:00/2026,Completed,3.4,,foo,Hire,
review-clean4-messy-INT-0024836,review-clean4-messy-APP-014586,review-clean4-messy-CAND-03560,Phone Screen,08/19T11:00:00/2026,2026-08-19T15:00:00,Completed,4.2,,3.7,No Hire,Near movie price speech.
review-clean4-messy-INT-0024837,review-clean4-messy-APP-014586,review-clean4-messy-CAND-03560,HR Round,2026-08-20T08:00:00,,No hire, 4.6 ,1.6,1.6,leaning no,
review-clean4-messy-INT-0024838,review-clean4-messy-APP-014586,review-clean4-messy-CAND-03560,Technical,08/23T11:00:00/2026,08/23T17:00:00/2026,Completed,,1.5,2.6,Leaning No,Whose purpose stay.
review-clean4-messy-INT-0024839,review-clean4-messy-APP-014587,review-clean4-messy-CAND-02113,Phone Screen,2026-06-12T13:00:00,06/12T16:00:00/2026,Completed,4.8,  ,3.0,Leaning No,Blue movement herself information look.
review-clean4-messy-INT-0024840,review-clean4-messy-APP-014589,review-clean4-messy-CAND-03279,HR Round,2026-07-19T09:00:00,2026-07-19T14:00:00,Completed,  ,2.2,2.6,Strong Hire,
review-clean4-messy-INT-0024841,review-clean4-messy-APP-014591,review-clean4-messy-CAND-01795,Phone Screen,2026-05-28T10:00:00,2026-05-28T17:00:00,COMPLETED,3.4,4.4,4.0,Hire,Surface take new program exactly possible bring.
review-clean4-messy-INT-0024842,review-clean4-messy-APP-014592,review-clean4-messy-CAND-01448,Phone Screen,06/27T14:00:00/2026,2026-06-27T19:00:00,Completed,3.5,N/A,3.5,Leaning No,Son woman certain.
review-clean4-messy-INT-0024843,review-clean4-messy-APP-014593,review-clean4-messy-CAND-04750,Phone Screen,06/26T15:00:00/2026,2026-06-26T20:00:00,Completed,2.0,4.6,3.6,Leaning No,Teacher discover open sport.
review-clean4-messy-INT-0024844,review-clean4-messy-APP-014594,review-clean4-messy-CAND-00290,phone screen,2026-06-12T14:00:00,,Scheduled,foo, 3.8 ,4.5,No Hire,
review-clean4-messy-INT-0024845,review-clean4-messy-APP-014594,review-clean4-messy-CAND-00290,Cultural Fit,2026-06-13T12:00:00,,Cancelled,1.4,2.8,3.4,Strong Hire, Fish social score answer. 
review-clean4-messy-INT-0024846,review-clean4-messy-APP-014594,review-clean4-messy-CAND-00290,Technical,06/16T15:00:00/2026,,Completed,3.2,foo, 4.2 ,Leaning No,Thousand style religious wear affect born parent.
review-clean4-messy-INT-0024847,review-clean4-messy-APP-014595,review-clean4-messy-CAND-03863,Phone Screen,2026-07-28T09:00:00,07/28T13:00:00/2026,Completed,,3.9,,Leaning No,Both rate they she hit himself best.
review-clean4-messy-INT-0024848,review-clean4-messy-APP-014596,review-clean4-messy-CAND-00436,Final Panel,2026-08-16T11:00:00,2026-08-16T17:00:00,Completed,4.2,2.0,NaN,Leaning No,Blue off financial kind finish pressure.
review-clean4-messy-INT-0024849,review-clean4-messy-APP-014597,review-clean4-messy-CAND-04785,Phone Screen,2026-07-09T17:00:00,2026-07-09T18:00:00,Completed,2.2,4.8,4.4,Hire,
review-clean4-messy-INT-0024850,review-clean4-messy-APP-014597,review-clean4-messy-CAND-04785,Technical,07/11T14:00:00/2026,07/11T15:00:00/2026,Completed,,4.0,4.9,Strong Hire,
review-clean4-messy-INT-0024851,review-clean4-messy-APP-014598,review-clean4-messy-CAND-01701,Phone Screen,2026-07-08T15:00:00,2026-07-08T17:00:00,cancelled,1.0,2.7,2.2,Leaning No,Law choose garden position lot miss.
review-clean4-messy-INT-0024852,review-clean4-messy-APP-014598,review-clean4-messy-CAND-01701,Technical,2026-07-09T11:00:00,,Scheduled, 1.8 ,4.1,3.4,No Hire,
review-clean4-messy-INT-0024853,review-clean4-messy-APP-014600,review-clean4-messy-CAND-00092,phone screen,2026-06-16T13:00:00,,Scheduled,,,,Hire,Structure result task which professor however.
review-clean4-messy-INT-0024854,review-clean4-messy-APP-014600,review-clean4-messy-CAND-00092,Coding Challenge,2026-06-17T10:00:00,2026-06-17T17:00:00,Completed,foo,1.4,3.1,Hire,
review-clean4-messy-INT-0024855,review-clean4-messy-APP-014602,review-clean4-messy-CAND-01015,Phone Screen,08/13T08:00:00/2026,2026-08-13T12:00:00,Completed,,N/A,3.5,Leaning No, Between point level response than couple. 
review-clean4-messy-INT-0024856,review-clean4-messy-APP-014603,review-clean4-messy-CAND-04403,Phone Screen,2026-08-19T17:00:00,2026-08-20T01:00:00,Joined,2.1,,1.7,Hire,Region sing support possible.
review-clean4-messy-INT-0024857,review-clean4-messy-APP-014604,review-clean4-messy-CAND-01725,Phone Screen,07/08T12:00:00/2026,,Scheduled,3.3,1.0,,Hire,
review-clean4-messy-INT-0024858,review-clean4-messy-APP-014604,review-clean4-messy-CAND-01725,Phone Screen,2026-07-11T11:00:00,,Scheduled,N/A,  ,2.0,No Hire,
review-clean4-messy-INT-0024859,review-clean4-messy-APP-014605,review-clean4-messy-CAND-03008,Phone Screen,2026-06-01T16:00:00,,Done,2.8,, 3.6 ,Leaning No,Find somebody police white born plan cut book.
review-clean4-messy-INT-0024860,review-clean4-messy-APP-014606,review-clean4-messy-CAND-00676,Phone Screen,07/29T08:00:00/2026,2026-07-29T11:00:00,Cancelled,1.6,3.7,4.0,Strong Hire,
review-clean4-messy-INT-0024861,review-clean4-messy-APP-014606,review-clean4-messy-CAND-00676,Coding Challenge,08/01T16:00:00/2026,,Scheduled,1.0,1.1,3.9,Maybe,Mind major about road information.
review-clean4-messy-INT-0024862,review-clean4-messy-APP-014607,review-clean4-messy-CAND-03989, Phone Screen ,08/18T16:00:00/2026,2026-08-18T20:00:00,Completed,NaN,N/A,1.2,hire,
review-clean4-messy-INT-0024863,review-clean4-messy-APP-014608,review-clean4-messy-CAND-00104,Phone Screen,07/27T15:00:00/2026,2026-07-27T22:00:00,Completed,,NaN,N/A,Leaning No,
review-clean4-messy-INT-0024864,review-clean4-messy-APP-014608,review-clean4-messy-CAND-00104,Coding Challenge,2026-07-28T15:00:00,2026-07-28T19:00:00,Cancelled,,N/A,  ,No Hire,
review-clean4-messy-INT-0024865,review-clean4-messy-APP-014609,review-clean4-messy-CAND-01796,phone screen,2026-06-25T09:00:00,2026-06-25T17:00:00,Completed,4.3,,2.0,Strong Hire,Story how law scientist treatment buy worry.
review-clean4-messy-INT-0024866,review-clean4-messy-APP-014610,review-clean4-messy-CAND-04854,Phone Screen,2026-08-12T09:00:00,2026-08-12T13:00:00,Completed,,foo,NaN,Hire,Movie next soldier billion order trade find power.
review-clean4-messy-INT-0024867,review-clean4-messy-APP-014610,review-clean4-messy-CAND-04854,Phone Screen,2026-08-15T17:00:00,2026-08-15T18:00:00,No hire,4.9,,4.4,hire,Around black within body.
review-clean4-messy-INT-0024868,review-clean4-messy-APP-014612,review-clean4-messy-CAND-00932,Phone Screen,07/26T16:00:00/2026,2026-07-26T19:00:00,Completed,2.7,1.1,2.2,Hire,Ever shoulder front must deal.
review-clean4-messy-INT-0024869,review-clean4-messy-APP-014613,review-clean4-messy-CAND-04681,Phone Screen,08/06T12:00:00/2026,2026-08-06T13:00:00,Cancelled,NaN,,5.0,Leaning No,Charge he agency game threat.
review-clean4-messy-INT-0024870,review-clean4-messy-APP-014613,review-clean4-messy-CAND-04681,HR Round,2026-08-07T16:00:00,2026-08-07T20:00:00,Completed,1.3,,2.1,No Hire,Sound size will sport.
review-clean4-messy-INT-0024871,review-clean4-messy-APP-014614,review-clean4-messy-CAND-04427,Phone Screen,2026-06-03T16:00:00,2026-06-03T17:00:00,Completed,4.0, 4.5 ,3.3,Leaning No,
review-clean4-messy-INT-0024872,review-clean4-messy-APP-014614,review-clean4-messy-CAND-04427,Cultural Fit,2026-06-04T15:00:00,06/04T23:00:00/2026,Completed,2.8,3.3,N/A,Strong Hire,Various different article once person cause.
review-clean4-messy-INT-0024873,review-clean4-messy-APP-014614,review-clean4-messy-CAND-04427,Technical,2026-06-07T09:00:00,2026-06-07T17:00:00,Completed,3.4, 3.5 ,3.7,Hire,
review-clean4-messy-INT-0024874,review-clean4-messy-APP-014615,review-clean4-messy-CAND-03164,Phone Screen,2026-08-11T14:00:00,2026-08-11T22:00:00,Cancelled,,  ,,Hire, Manage participant safe painting knowledge like. 
review-clean4-messy-INT-0024875,review-clean4-messy-APP-014615,review-clean4-messy-CAND-03164,Coding Challenge,2026-08-12T17:00:00,2026-08-12T21:00:00,Done,2.0,  ,5.0,Strong Hire,
review-clean4-messy-INT-0024876,review-clean4-messy-APP-014616,review-clean4-messy-CAND-02921,HR Round,2026-08-01T15:00:00,2026-08-01T22:00:00,Cancelled,1.2,,2.7,No Hire,
review-clean4-messy-INT-0024877,review-clean4-messy-APP-014617,review-clean4-messy-CAND-01181,Final Panel,07/08T12:00:00/2026,,Joined,,,3.7,no hire,Human dinner reveal catch.
review-clean4-messy-INT-0024878,review-clean4-messy-APP-014618,review-clean4-messy-CAND-04010, Phone Screen ,2026-08-14T08:00:00,2026-08-14T09:00:00,Completed,3.7,,2.9,No Hire,
review-clean4-messy-INT-0024879,review-clean4-messy-APP-014620,review-clean4-messy-CAND-03798,Phone Screen,08/10T10:00:00/2026,2026-08-10T12:00:00,Completed,,3.4,3.9,Leaning No,Page task above do mean card film.
review-clean4-messy-INT-0024880,review-clean4-messy-APP-014620,review-clean4-messy-CAND-03798,Technical,2026-08-11T08:00:00,,Completed, 3.4 ,,1.4,No Hire,Statement opportunity out thank but state.
review-clean4-messy-INT-0024881,review-clean4-messy-APP-014621,review-clean4-messy-CAND-01289,Phone Screen,2026-08-19T16:00:00,,Scheduled,, 3.2 , 3.1 ,Hire,Yard dinner son like listen almost.
review-clean4-messy-INT-0024882,review-clean4-messy-APP-014621,review-clean4-messy-CAND-01289, Technical ,2026-08-21T12:00:00,,Scheduled,4.0,2.1,1.4,No Hire,Be specific act ask.
review-clean4-messy-INT-0024883,review-clean4-messy-APP-014622,review-clean4-messy-CAND-00247,Phone Screen,2026-08-06T10:00:00,,COMPLETED,4.9,1.5,  ,Hire,
review-clean4-messy-INT-0024884,review-clean4-messy-APP-014623,review-clean4-messy-CAND-01192,Phone Screen,2026-06-29T15:00:00,2026-06-29T17:00:00,Completed,5.0,1.2,3.4,no hire,
review-clean4-messy-INT-0024885,review-clean4-messy-APP-014623,review-clean4-messy-CAND-01192, Final Panel ,06/30T12:00:00/2026,,Scheduled,4.5,4.6,,leaning no,Protect sit daughter player of something through.
review-clean4-messy-INT-0024886,review-clean4-messy-APP-014625,review-clean4-messy-CAND-03512,phone screen,06/05T09:00:00/2026,2026-06-05T16:00:00,completed,2.9,2.8,1.3,Leaning No,Gun hard east role reflect.
review-clean4-messy-INT-0024887,review-clean4-messy-APP-014626,review-clean4-messy-CAND-02971,Final Panel,08/05T12:00:00/2026,,Scheduled,  ,1.3,,No Hire,Great magazine hit.
review-clean4-messy-INT-0024888,review-clean4-messy-APP-014627,review-clean4-messy-CAND-02156,Phone Screen,07/08T16:00:00/2026,2026-07-08T17:00:00,Completed,3.6,4.7,NaN,Hire,Medical stage become ready.
review-clean4-messy-INT-0024889,review-clean4-messy-APP-014627,review-clean4-messy-CAND-02156,Technical,2026-07-11T14:00:00,2026-07-11T21:00:00,cancelled,foo,2.9,3.1,No Hire,Feeling war history.
review-clean4-messy-INT-0024890,review-clean4-messy-APP-014628,review-clean4-messy-CAND-04311,Phone Screen,2026-05-26T11:00:00,,Cancelled,1.4,,1.7,No Hire,
review-clean4-messy-INT-0024891,review-clean4-messy-APP-014628,review-clean4-messy-CAND-04311,HR Round,2026-05-27T11:00:00,,Scheduled,1.9,,3.1,Hire,Program more may college inside.
review-clean4-messy-INT-0024892,review-clean4-messy-APP-014629,review-clean4-messy-CAND-04688,Phone Screen,2026-08-07T14:00:00,,Scheduled,3.2,3.6,  ,Hire,
